2015-03-18 12:44:40,930:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:44:40,934:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:45:40,049:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:45:40,051:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:45:53,513:ERROR:JuggleFest.parse_input_file@L182: Failed to open the inputfile.
2015-03-18 12:45:53,513:WARNING:JuggleFest.<module>@L309: A problem was encountered while processing inputfile.
2015-03-18 12:46:22,151:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:46:22,153:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: True.
2015-03-18 12:46:22,154:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:46:22,154:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:46:34,108:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:46:34,109:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:49:30,581:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:49:30,582:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:49:41,334:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:49:41,335:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: True.
2015-03-18 12:49:41,335:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:49:41,336:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:50:35,312:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:50:35,312:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: False.
2015-03-18 12:50:35,312:ERROR:JuggleFest.parse_input_file@L181: Failed to open the inputfile.
2015-03-18 12:50:35,313:WARNING:JuggleFest.<module>@L308: A problem was encountered while processing inputfile.
2015-03-18 12:50:48,150:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:50:48,150:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: False.
2015-03-18 12:51:26,752:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:51:26,752:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: False.
2015-03-18 12:51:26,753:DEBUG:JuggleFest.parse_input_file@L185:0 circuits and 0 jugglers parsed from inputfile.
2015-03-18 12:52:02,892:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:52:02,894:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: True.
2015-03-18 12:52:02,894:DEBUG:JuggleFest.parse_input_file@L185:0 circuits and 0 jugglers parsed from inputfile.
2015-03-18 12:52:29,611:DEBUG:JuggleFest.__init__@L145:JuggleFest v0.1.4 has loaded.
2015-03-18 12:52:29,611:DEBUG:JuggleFest.__init__@L146:Logging to File: True. Verbose Logging to Console: True.
2015-03-18 12:52:29,612:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #0: H:10, E:8, P:10, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,721:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #130: H:6, E:2, P:9, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,723:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #131: H:10, E:4, P:3, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,723:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #132: H:5, E:7, P:0, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,723:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #133: H:9, E:7, P:0, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,724:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #134: H:3, E:0, P:2, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,726:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #135: H:10, E:0, P:4, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,726:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #136: H:4, E:6, P:2, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,726:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #137: H:7, E:9, P:8, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,727:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #138: H:1, E:1, P:4, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,729:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #139: H:2, E:6, P:7, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,730:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #140: H:7, E:5, P:2, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,730:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #141: H:0, E:8, P:4, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,730:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #142: H:9, E:8, P:2, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,733:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #143: H:1, E:4, P:6, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,733:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #144: H:0, E:1, P:4, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,734:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #145: H:1, E:5, P:1, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,736:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #146: H:5, E:4, P:6, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,736:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #147: H:9, E:2, P:1, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,736:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #148: H:1, E:0, P:5, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,737:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #149: H:3, E:4, P:1, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,739:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #150: H:10, E:10, P:5, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,739:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #151: H:6, E:8, P:3, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,740:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #152: H:2, E:1, P:3, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,740:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #153: H:5, E:8, P:1, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,740:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #154: H:2, E:2, P:0, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,742:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #155: H:2, E:8, P:7, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,743:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #156: H:4, E:3, P:5, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,743:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #157: H:8, E:1, P:10, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,743:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #158: H:4, E:8, P:8, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,744:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #159: H:9, E:10, P:8, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,746:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #160: H:5, E:8, P:4, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,746:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #161: H:7, E:5, P:8, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,746:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #162: H:1, E:9, P:4, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,747:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #163: H:3, E:2, P:3, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,749:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #164: H:3, E:8, P:0, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,749:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #165: H:9, E:0, P:4, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,750:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #166: H:5, E:1, P:10, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,750:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #167: H:6, E:9, P:5, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,752:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #168: H:4, E:1, P:9, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,753:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #169: H:7, E:5, P:3, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,753:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #170: H:2, E:3, P:3, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,753:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #171: H:9, E:5, P:9, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,755:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #172: H:3, E:1, P:10, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,756:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #173: H:2, E:9, P:2, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,756:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #174: H:5, E:9, P:0, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,756:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #175: H:9, E:5, P:5, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,756:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #176: H:7, E:1, P:3, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,757:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #177: H:9, E:1, P:7, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,759:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #178: H:10, E:10, P:5, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,760:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #179: H:1, E:7, P:0, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,762:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #180: H:3, E:4, P:2, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,763:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #181: H:2, E:2, P:4, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,763:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #182: H:0, E:0, P:6, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,765:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #183: H:2, E:7, P:10, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,766:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #184: H:7, E:5, P:1, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,766:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #185: H:1, E:6, P:1, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,767:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #186: H:1, E:3, P:7, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,769:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #187: H:0, E:0, P:9, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,769:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #188: H:4, E:3, P:9, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,769:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #189: H:9, E:5, P:10, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,770:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #190: H:8, E:5, P:7, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,772:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #191: H:8, E:6, P:0, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,772:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #192: H:2, E:3, P:0, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,773:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #193: H:3, E:7, P:0, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,773:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #194: H:0, E:10, P:9, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,773:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #195: H:6, E:4, P:1, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,775:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #196: H:4, E:6, P:3, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,776:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #197: H:5, E:9, P:6, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,776:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #198: H:3, E:7, P:5, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,776:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #199: H:0, E:4, P:1, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,778:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #200: H:8, E:4, P:1, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,779:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #201: H:8, E:8, P:2, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,779:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #202: H:5, E:9, P:2, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,779:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #203: H:7, E:0, P:0, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,779:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #204: H:8, E:7, P:4, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,780:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #205: H:10, E:4, P:0, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,783:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #206: H:3, E:2, P:10, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,785:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #207: H:8, E:3, P:3, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,786:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #208: H:9, E:9, P:2, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,786:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #209: H:10, E:3, P:10, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,786:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #210: H:5, E:0, P:1, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,788:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #211: H:8, E:8, P:4, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,788:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #212: H:4, E:9, P:0, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,789:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #213: H:3, E:9, P:5, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,789:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #214: H:3, E:0, P:5, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,790:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #215: H:6, E:3, P:10, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,790:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #216: H:2, E:4, P:1, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,792:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #217: H:4, E:2, P:6, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,792:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #218: H:8, E:9, P:8, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,793:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #219: H:5, E:8, P:7, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,793:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #220: H:9, E:0, P:4, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,795:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #221: H:10, E:2, P:4, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,806:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #222: H:4, E:8, P:7, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,806:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #223: H:2, E:1, P:3, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,808:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #224: H:0, E:6, P:2, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,809:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #225: H:3, E:9, P:2, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,809:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #226: H:2, E:1, P:1, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,809:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #227: H:10, E:3, P:9, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,811:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #228: H:5, E:9, P:6, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,812:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #229: H:7, E:0, P:9, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,812:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #230: H:10, E:10, P:3, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,812:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #231: H:9, E:9, P:3, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,813:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #232: H:1, E:2, P:8, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,815:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #233: H:1, E:3, P:6, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,815:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #234: H:9, E:10, P:7, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,815:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #235: H:9, E:2, P:2, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,816:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #236: H:7, E:3, P:3, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,818:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #237: H:3, E:6, P:0, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,818:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #238: H:9, E:5, P:5, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,819:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #239: H:3, E:1, P:3, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,819:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #240: H:4, E:7, P:10, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,821:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #241: H:3, E:2, P:5, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,821:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #242: H:0, E:4, P:9, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,822:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #243: H:4, E:10, P:3, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,822:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #244: H:2, E:10, P:7, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,823:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #245: H:1, E:9, P:6, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,825:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #246: H:3, E:9, P:8, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,825:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #247: H:9, E:2, P:10, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,825:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #248: H:4, E:4, P:4, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,826:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #249: H:4, E:9, P:8, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,826:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #250: H:10, E:7, P:2, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,828:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #251: H:3, E:7, P:7, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,828:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #252: H:7, E:4, P:5, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,829:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #253: H:0, E:2, P:3, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,829:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #254: H:1, E:0, P:9, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,831:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #255: H:7, E:9, P:0, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,832:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #256: H:8, E:8, P:5, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,832:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #257: H:10, E:8, P:4, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,832:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #258: H:2, E:4, P:4, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,834:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #259: H:5, E:7, P:3, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,835:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #260: H:1, E:0, P:2, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,835:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #261: H:3, E:3, P:2, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,835:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #262: H:7, E:5, P:4, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,836:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #263: H:3, E:9, P:0, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,838:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #264: H:2, E:10, P:2, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,838:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #265: H:3, E:1, P:0, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,838:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #266: H:5, E:3, P:6, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,839:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #267: H:8, E:2, P:10, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,841:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #268: H:3, E:1, P:9, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,841:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #269: H:5, E:4, P:0, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,841:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #270: H:1, E:2, P:10, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,842:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #271: H:8, E:6, P:5, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,842:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #272: H:0, E:2, P:7, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,842:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #273: H:5, E:1, P:4, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,844:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #274: H:2, E:6, P:3, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,845:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #275: H:2, E:0, P:2, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,845:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #276: H:8, E:1, P:2, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,845:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #277: H:9, E:9, P:1, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,846:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #278: H:6, E:2, P:5, Max:0, Jugglers[0]: >
2015-03-18 12:52:29,846:DEBUG:JuggleFest.parse_input_file@L164:Created Circuit: <Circuit #279: H:5, E:0, P:7, Max:0, Jugglers[0]: >
